order_id,customer_id,order_date,order_amount,order_status,shipping_adress,payment_id,payment_date,payment_amount,payment_method,payment_status,payment_summary
14d4586b-b8bf-4bf6-b469-fd4e64760f00,9425,10/7/2023,50.1300010681152,shipped,"82335 Thomas Valleys Suite 087, Annetteberg, IN 37488",a2b6d514-a5e7-4e90-8b58-b661a90d44e7,6/9/2020,302.019989013672,paypal,completed,Fully Paid
14d4586b-b8bf-4bf6-b469-fd4e64760f00,9425,10/7/2023,50.1300010681152,shipped,"82335 Thomas Valleys Suite 087, Annetteberg, IN 37488",759e24ef-a811-4e1d-a5ee-e4b9fae35420,12/26/2021,176.610000610352,credit card,failed,Payment Failed
2d9c3875-ac7b-46fd-8da6-2af6c7d86303,4610,10/7/2023,228.529998779297,shipped,"79838 Marquez Corners Apt. 556, Sloanchester, FM 32933",75b8e302-d260-4ee2-a9e5-105a4e50c5e0,5/16/2020,221.850006103516,credit card,completed,Partially Paid
c2abdcb2-59a3-4330-9c39-efaf9b176c8f,3423,10/7/2023,304.170013427734,delivered,"24187 Wagner Radial Apt. 868, Snyderville, KS 75799",6c1e757a-076f-4f23-ba57-312b2c86d439,1/10/2020,340.470001220703,paypal,failed,Payment Failed
c2abdcb2-59a3-4330-9c39-efaf9b176c8f,3423,10/7/2023,304.170013427734,delivered,"24187 Wagner Radial Apt. 868, Snyderville, KS 75799",adcb4e04-8fd8-475c-aebd-c8247d8774eb,4/8/2022,380.809997558594,bank transfer,failed,Payment Failed
c2abdcb2-59a3-4330-9c39-efaf9b176c8f,3423,10/7/2023,304.170013427734,delivered,"24187 Wagner Radial Apt. 868, Snyderville, KS 75799",fd86a3f2-c27e-4200-aa8d-d697f8e74a3e,10/6/2022,193.860000610352,credit card,failed,Payment Failed
be281a89-3f70-4ab2-b4f9-cc85220d9202,7668,10/7/2023,318.769989013672,delivered,"7374 Daniel Park Apt. 034, Hurleyville, RI 24274",43023cfc-de1e-4bbb-bcdb-ebfd389820ad,11/19/2020,98.120002746582,bank transfer,completed,Partially Paid
e79f2f02-619b-4c83-916c-444601451f67,8454,10/7/2023,381.100006103516,pending,"7546 Thomas Terrace, East Jeremy, MP 08686",NULL,NULL,NULL,NULL,NULL,No Payment Record
d4ad355d-63c2-48ff-8f20-533f4d420b90,5641,10/7/2023,173.300003051758,shipped,"777 Seth Creek, Deborahhaven, WI 97042",f87931a7-0fd8-4c65-80dd-2cc9549327d5,8/23/2020,199.690002441406,paypal,failed,Payment Failed
d4ad355d-63c2-48ff-8f20-533f4d420b90,5641,10/7/2023,173.300003051758,shipped,"777 Seth Creek, Deborahhaven, WI 97042",f06bd9c5-beba-4f0e-9110-095a14b9a03b,11/26/2022,51.5999984741211,credit card,completed,Partially Paid
de6e53b7-cb08-498f-ab39-70053fc8c20f,9022,10/7/2023,487.859985351563,delivered,"204 David Track, West Billy, MT 77381",6128d7f9-5fb1-4ab0-a9e4-4ae5567391c9,6/27/2022,308.320007324219,bank transfer,pending,Payment Pending
864f4bf3-4125-4ea6-a475-cd047afeac50,5661,10/7/2023,384.989990234375,pending,"621 Nancy Street, Larrychester, GU 62063",943c07ae-7878-485d-88a7-c04c2f63aa9a,12/12/2023,421.029998779297,paypal,completed,Fully Paid
864f4bf3-4125-4ea6-a475-cd047afeac50,5661,10/7/2023,384.989990234375,pending,"621 Nancy Street, Larrychester, GU 62063",1998201a-4b81-4ba2-a57d-4e3008c386c8,11/3/2020,257.440002441406,bank transfer,failed,Payment Failed
97c07ccd-7e4c-4aab-a308-03116849ef8c,1259,10/7/2023,372.779998779297,delivered,"113 Carpenter View, Byrdtown, SD 11330",bd07422b-77f7-49e1-9507-d58ba0823d93,11/7/2023,28.8400001525879,paypal,failed,Payment Failed
97c07ccd-7e4c-4aab-a308-03116849ef8c,1259,10/7/2023,372.779998779297,delivered,"113 Carpenter View, Byrdtown, SD 11330",f27c41f5-dfaa-4c63-9a35-c7dc310e1507,1/29/2023,55.4799995422363,bank transfer,pending,Payment Pending
9ab670c0-d0cc-4937-8516-9963a4c69de7,1560,10/6/2023,444.660003662109,delivered,"Unit 6182 Box 3666, DPO AP 83941",c278c85f-4009-4df5-8a2e-252874be594b,5/23/2023,61.3400001525879,bank transfer,failed,Payment Failed
9ab670c0-d0cc-4937-8516-9963a4c69de7,1560,10/6/2023,444.660003662109,delivered,"Unit 6182 Box 3666, DPO AP 83941",149cc6a5-cd05-43de-970c-70a242c9eb87,12/11/2021,375.660003662109,credit card,completed,Partially Paid
a473ddd1-f194-42fb-a682-7c4325326c45,9785,10/6/2023,163.729995727539,pending,"59587 Singh Cliff Apt. 985, Rossland, PR 47056",NULL,NULL,NULL,NULL,NULL,No Payment Record
b1c2023a-f937-4e90-8f28-2a5e4e42e27e,2110,10/6/2023,145.350006103516,shipped,"48234 Miller Hill, North Ashleyshire, PR 53979",NULL,NULL,NULL,NULL,NULL,No Payment Record
8575a384-a14b-4650-87ad-4392a73e3784,6317,10/6/2023,262.5,delivered,"9712 Perry Lane Suite 191, Barberfort, NV 82266",39b2aa4b-adad-4cfd-845d-4405d54bb4b9,6/17/2023,374.329986572266,credit card,pending,Payment Pending
2f7cd8f3-67c4-4f5f-be85-71af97204b17,2798,10/6/2023,72.4100036621094,pending,"2535 Shaw Ford, Gonzalesfort, WV 60194",NULL,NULL,NULL,NULL,NULL,No Payment Record
59788a38-dc1d-4a9f-ab20-f976e3c67e99,4414,10/6/2023,272.709991455078,delivered,"15822 Lawrence Knolls Suite 702, South Jasmineville, PA 84397",020c62af-3455-457c-9216-a067f51f7454,1/9/2025,491.459991455078,bank transfer,completed,Fully Paid
51740dd8-3faf-4d6c-b628-3cd5db623470,1196,10/6/2023,200.699996948242,pending,"864 Melissa Skyway Suite 453, New Bradbury, ND 39040",NULL,NULL,NULL,NULL,NULL,No Payment Record
53d844ea-f837-4d5d-8e3d-e309ad873fa9,5040,10/5/2023,375.040008544922,delivered,"8760 Marissa Loaf Apt. 967, West Kennethfurt, PR 55422",NULL,NULL,NULL,NULL,NULL,No Payment Record
5a1efb04-6104-4c78-95f4-d26b89c3cb4b,6493,10/5/2023,310.510009765625,delivered,"823 Saunders Meadows Suite 811, Codyberg, FM 81386",8245c35a-f376-44f7-8cb6-397979a43c72,1/15/2022,32.5999984741211,paypal,completed,Partially Paid
619f4018-0cf0-4ae4-a6e8-b3222697543e,1688,10/5/2023,375.130004882813,delivered,"30667 Garza Light, Michaelburgh, VT 70423",1d384534-171f-4385-9801-98dee9825eff,1/23/2023,430.410003662109,paypal,pending,Payment Pending
78fafd48-ad3f-47ea-98a8-c68907f16dec,9831,10/5/2023,387.200012207031,pending,"787 Daniels Views, West Mitchell, SC 40206",0d9872ef-286d-47e5-a378-06cb6f677c30,6/1/2021,35.0800018310547,paypal,pending,Payment Pending
78fafd48-ad3f-47ea-98a8-c68907f16dec,9831,10/5/2023,387.200012207031,pending,"787 Daniels Views, West Mitchell, SC 40206",a68669ad-a7e6-40e1-a365-25a8849e8029,12/16/2021,174.919998168945,credit card,failed,Payment Failed
17c0e0bd-f728-403d-ae10-8be1c4c16ddd,1414,10/5/2023,348.839996337891,pending,"0333 Dyer Canyon Apt. 613, Fosterton, VI 29864",99ffaf37-fd17-4d19-af25-dc5d4659a45c,8/16/2022,422.489990234375,paypal,pending,Payment Pending
1d89b0f9-4677-42e0-b1b4-107234e9ccc8,8119,10/5/2023,144.220001220703,shipped,"47950 Price Course Apt. 150, Mistyshire, IN 37318",6c5c6c6f-68e0-4105-ba45-846d31aba2d9,12/3/2024,373.049987792969,paypal,completed,Fully Paid
e51ae1ff-d930-4237-911b-9685a84b56eb,6311,10/5/2023,48.5,shipped,"858 Candace Station, Port Victor, MS 20380",NULL,NULL,NULL,NULL,NULL,No Payment Record
efe39023-8af4-4960-a568-502454ab1336,4463,10/5/2023,451.619995117188,delivered,"270 Savannah Underpass, Port Sarahport, CT 46252",21cbb2f5-3005-47f7-b084-db75edd9c09a,2/14/2025,246.610000610352,bank transfer,failed,Payment Failed
f20ba670-1773-435c-99a2-a7bfac0af6e6,1341,10/5/2023,194.050003051758,shipped,"516 Saunders Plains Apt. 510, New Kimmouth, OH 89641",ff2966fb-fe81-463d-8a5b-2a2854277d76,11/11/2023,222.880004882813,credit card,failed,Payment Failed
ed3a10ea-38b1-43cc-bb34-a9badc474228,5758,10/4/2023,12.3199996948242,shipped,"130 Derek Forest, East Michael, ME 29832",c34b2986-b34a-415c-9c54-a470dd7c804d,12/27/2020,217.559997558594,paypal,completed,Fully Paid
eb60efca-b338-4f2f-9dd4-4fab1bbe8c8e,2641,10/4/2023,463.209991455078,delivered,"USCGC Wade, FPO AP 57483",bcb85617-df7d-4b7c-935e-45fad6e3959c,4/12/2023,457.649993896484,credit card,completed,Partially Paid
eb60efca-b338-4f2f-9dd4-4fab1bbe8c8e,2641,10/4/2023,463.209991455078,delivered,"USCGC Wade, FPO AP 57483",18679e8b-3e9b-4ef1-ba54-e6e4854c18c0,7/13/2022,311.679992675781,paypal,pending,Payment Pending
d137a666-4ae0-4924-b561-6306fa23fc70,1983,10/4/2023,441.769989013672,shipped,"6949 Michael Passage, New Josephhaven, GU 99314",9fe0f5d7-8d42-4099-a621-66f08bf426bc,12/5/2024,74.9100036621094,paypal,completed,Partially Paid
a9cf439f-bfa0-45a0-8eea-e84e6d134b9e,5539,10/4/2023,260.450012207031,pending,"415 Lisa Tunnel Apt. 147, Terrihaven, WA 69028",589496d9-890a-4274-9fb7-975b241ffa40,10/1/2023,125.860000610352,credit card,completed,Partially Paid
9cf38107-29a6-45b1-9c51-9367d7106982,9709,10/4/2023,37.1599998474121,pending,"86725 Donna Field, Lake Angelaton, PR 94067",698bba07-e6ff-46e4-834b-7a919302294b,5/10/2020,231.240005493164,bank transfer,completed,Fully Paid
9cf38107-29a6-45b1-9c51-9367d7106982,9709,10/4/2023,37.1599998474121,pending,"86725 Donna Field, Lake Angelaton, PR 94067",d78eee39-da21-4b78-9897-6db80d492749,5/19/2022,203.029998779297,credit card,pending,Payment Pending
9cf38107-29a6-45b1-9c51-9367d7106982,9709,10/4/2023,37.1599998474121,pending,"86725 Donna Field, Lake Angelaton, PR 94067",add3b55a-2543-4032-8ad7-b841afe4f2d5,1/21/2023,41.5800018310547,credit card,completed,Fully Paid
3bc59e69-1a5e-4ca7-aa7e-1a407b73fd21,6186,10/4/2023,212.919998168945,pending,"7914 Beth Divide, Jillfort, NM 86321",3ef94dee-2bfe-4b16-af95-382336b0a414,12/1/2022,17.1200008392334,bank transfer,failed,Payment Failed
3bc59e69-1a5e-4ca7-aa7e-1a407b73fd21,6186,10/4/2023,212.919998168945,pending,"7914 Beth Divide, Jillfort, NM 86321",a07dd406-30fa-43ed-b468-81e69a0a4511,2/29/2024,127.26000213623,credit card,pending,Payment Pending
3bc59e69-1a5e-4ca7-aa7e-1a407b73fd21,6186,10/4/2023,212.919998168945,pending,"7914 Beth Divide, Jillfort, NM 86321",41326ffd-3c35-4713-8353-3ba7571cb8ec,2/23/2025,467.600006103516,credit card,completed,Fully Paid
21b59396-8fa1-4ce5-a7e4-6afa75f41e42,4804,10/4/2023,235.960006713867,pending,"689 Nicholas Light, Port Georgemouth, OK 86946",4e8f5a13-5969-416d-a040-e39dd766bd58,8/6/2021,154.779998779297,bank transfer,completed,Partially Paid
21b59396-8fa1-4ce5-a7e4-6afa75f41e42,4804,10/4/2023,235.960006713867,pending,"689 Nicholas Light, Port Georgemouth, OK 86946",a96ee54a-313f-45f4-9c2a-beb1c28c685c,8/5/2023,271.760009765625,bank transfer,failed,Payment Failed
21b59396-8fa1-4ce5-a7e4-6afa75f41e42,4804,10/4/2023,235.960006713867,pending,"689 Nicholas Light, Port Georgemouth, OK 86946",fd6e267b-a157-4358-8793-9c706a32822b,6/11/2023,9.86999988555908,paypal,failed,Payment Failed
235e6bac-deed-4eed-9fee-2c8dfb69277d,7111,10/3/2023,175.220001220703,shipped,"79235 Flores Center, Martinview, SD 93879",67c1ba28-4101-4710-bdc1-35f20eeba27b,4/12/2025,286.559997558594,credit card,failed,Payment Failed
235e6bac-deed-4eed-9fee-2c8dfb69277d,7111,10/3/2023,175.220001220703,shipped,"79235 Flores Center, Martinview, SD 93879",de98873d-8583-45b4-8241-7926423acd8a,3/27/2022,299.559997558594,credit card,completed,Fully Paid
37645bc4-1973-43bd-a805-8b90d1765770,2677,10/3/2023,370.630004882813,delivered,"5337 Jacqueline Camp, North Brianaville, FL 14614",NULL,NULL,NULL,NULL,NULL,No Payment Record
1c0704d7-56ca-4622-8887-d08ab635fdbb,7938,10/3/2023,162.729995727539,pending,"68580 Phelps Spurs Apt. 728, Keystad, MI 11060",8af2ee64-16d0-4914-b0d4-e1a2bb2c253e,6/7/2021,148.669998168945,paypal,failed,Payment Failed
09737d34-f22c-4ce9-9657-4935e8abe233,9286,10/3/2023,86.3600006103516,pending,"PSC 2112, Box 6468, APO AP 42179",NULL,NULL,NULL,NULL,NULL,No Payment Record
5e7245c1-f7e2-4a9b-b10a-45e663e7de5a,2979,10/3/2023,66.8399963378906,pending,"USNS Barrett, FPO AE 34614",NULL,NULL,NULL,NULL,NULL,No Payment Record
633e2c07-958a-4f35-bd6d-3d927f945564,9382,10/3/2023,24.1800003051758,shipped,"836 Bruce Motorway Apt. 766, Wareland, PA 52877",5a0740a6-0068-4ee4-bbe7-59d2faa3872d,11/8/2023,404.170013427734,bank transfer,failed,Payment Failed
649c4bd2-2e16-43fa-84a9-880db0732504,4096,10/3/2023,211.809997558594,delivered,"30667 Giles Crest Apt. 837, Roseville, WV 88317",NULL,NULL,NULL,NULL,NULL,No Payment Record
59478f97-68ec-4f62-b5c3-1e37c4588a0c,3274,10/3/2023,416.320007324219,shipped,"8105 Shane Hill, Port Emily, MH 94311",cbcbb079-285b-4ce8-a672-9336a6d09a5d,3/20/2024,57.5999984741211,bank transfer,completed,Partially Paid
50430541-1430-4f08-bae4-edb30ab54bba,7963,10/3/2023,47.310001373291,delivered,"3053 Allen Neck, Martinborough, WA 78392",NULL,NULL,NULL,NULL,NULL,No Payment Record
44909f3b-7d43-4e6d-a016-a85597d3687b,1325,10/3/2023,396.929992675781,shipped,"86077 Perkins Park, South Dennistown, SC 49796",d005603b-52dd-4bba-be38-5bad59bdb8e4,8/31/2023,321.700012207031,bank transfer,pending,Payment Pending
948aadb0-0043-4640-888e-bc4b31fed19e,2917,10/3/2023,44.9500007629395,pending,"8885 Erica Locks, East Steven, MN 40216",1ab15d06-c892-47da-bb6e-04ec60e6492f,2/6/2024,416.350006103516,bank transfer,pending,Payment Pending
948aadb0-0043-4640-888e-bc4b31fed19e,2917,10/3/2023,44.9500007629395,pending,"8885 Erica Locks, East Steven, MN 40216",a1703a9d-f457-4f9c-bb7d-9b40218ba498,1/25/2023,217.990005493164,bank transfer,failed,Payment Failed
bed8a73e-ed03-4a62-8f96-993a855a408e,1097,10/3/2023,115.879997253418,pending,"PSC 0304, Box 2607, APO AP 26001",168bcdad-15c9-4c36-84c3-70dfaed65124,6/18/2020,486.140014648438,bank transfer,failed,Payment Failed
d5d39623-ee5f-49cf-9eb9-ca4042d48a0e,9809,10/2/2023,441.179992675781,pending,"567 Boyer Villages, Port Janettown, MO 18419",NULL,NULL,NULL,NULL,NULL,No Payment Record
da319c50-e9c0-487b-8a87-5a8bb76765e9,7007,10/2/2023,123.319999694824,shipped,"83636 Johnson Islands, South Theresa, SC 69029",NULL,NULL,NULL,NULL,NULL,No Payment Record
8d416a31-ae5c-40d9-9efd-33424fd7b1db,8324,10/2/2023,492.869995117188,shipped,"9324 Howard Track Suite 456, Edwardshire, PA 28036",c5b95689-1568-41a0-9eaf-1e6c30b6c354,3/2/2020,84.7200012207031,paypal,completed,Partially Paid
8d416a31-ae5c-40d9-9efd-33424fd7b1db,8324,10/2/2023,492.869995117188,shipped,"9324 Howard Track Suite 456, Edwardshire, PA 28036",144a29f9-40a3-41e8-be4e-321e02df2294,12/19/2024,398.850006103516,bank transfer,completed,Partially Paid
a4e79c8a-70d7-41c8-b57b-2fb96013f512,2946,10/2/2023,55.8199996948242,pending,"0095 Norman Spring, Lindamouth, IN 20199",6f6eccf9-4918-41f4-80f9-cc3ebb7afbf8,2/25/2021,6.59000015258789,paypal,completed,Partially Paid
b0d87a1d-f4a2-4d68-bef2-2fc654bc223a,8451,10/2/2023,190.610000610352,delivered,"128 Marshall Common Apt. 371, Chloemouth, ND 01914",faea799f-acb6-4249-bf1d-048eb3e9b3b8,4/11/2020,149.529998779297,bank transfer,failed,Payment Failed
13c8b1ef-2647-4abb-9848-57177f37d585,3839,10/2/2023,467.059997558594,pending,"432 Howard Shoals, Port Lauramouth, RI 21133",NULL,NULL,NULL,NULL,NULL,No Payment Record
31020743-796f-437c-b708-8ffddd65f944,7732,10/2/2023,353.809997558594,delivered,"4536 Cooper Meadows Apt. 841, Tannerstad, NJ 90470",24dd3998-fea8-4217-ae8b-99fc2985a300,2/25/2024,462.109985351563,bank transfer,failed,Payment Failed
2f1befe1-1d2e-4d9d-bdc3-a8cf2c10cac8,1182,10/1/2023,397.570007324219,shipped,"836 Daniel Street Suite 844, Kimberlyfort, HI 30711",NULL,NULL,NULL,NULL,NULL,No Payment Record
a5aea822-c02a-4662-b63e-800a3d78cc3c,5425,10/1/2023,311.799987792969,delivered,"610 Nathan Ranch Suite 279, Maxview, WA 90790",ff9d8fc8-179f-48cf-b61b-c0e05968decc,4/7/2023,312.510009765625,credit card,completed,Fully Paid
a5aea822-c02a-4662-b63e-800a3d78cc3c,5425,10/1/2023,311.799987792969,delivered,"610 Nathan Ranch Suite 279, Maxview, WA 90790",5665a4e3-f654-4680-b392-76f1eb9ea4d6,6/5/2023,404.570007324219,bank transfer,pending,Payment Pending
9c3f544e-e56c-4b9d-b5e0-820708cb1be2,6755,10/1/2023,65.5599975585938,pending,"061 Brandy Drives Apt. 142, Parkerview, UT 60961",NULL,NULL,NULL,NULL,NULL,No Payment Record
972de167-224c-4875-a332-183bad5e7e02,8704,10/1/2023,133.220001220703,shipped,"892 Anthony Burgs, Port Elizabethbury, GU 82847",b68d6b9d-fb13-4881-9d37-d9b7cfe4eb3d,10/9/2023,279.839996337891,bank transfer,failed,Payment Failed
972de167-224c-4875-a332-183bad5e7e02,8704,10/1/2023,133.220001220703,shipped,"892 Anthony Burgs, Port Elizabethbury, GU 82847",68d275fe-d000-48e9-94f1-7928a0f0fb14,5/11/2020,472.380004882813,paypal,failed,Payment Failed
8237f6bc-86c6-4a72-a6ac-9ff14a6f1100,2209,10/1/2023,170.720001220703,pending,"Unit 0894 Box 5762, DPO AP 36542",NULL,NULL,NULL,NULL,NULL,No Payment Record
79d3a2b6-f1b0-4a64-8dc7-21fc831c4a2c,3824,10/1/2023,200.050003051758,delivered,"114 Natasha Corners, Lawrenceside, CT 53062",468ca123-c64a-4d4d-a029-28da14b2033f,10/16/2020,210.619995117188,paypal,pending,Payment Pending
79d3a2b6-f1b0-4a64-8dc7-21fc831c4a2c,3824,10/1/2023,200.050003051758,delivered,"114 Natasha Corners, Lawrenceside, CT 53062",14bba700-ee25-4f60-877c-719959703870,4/6/2025,197.199996948242,paypal,pending,Payment Pending
79d3a2b6-f1b0-4a64-8dc7-21fc831c4a2c,3824,10/1/2023,200.050003051758,delivered,"114 Natasha Corners, Lawrenceside, CT 53062",6a44f993-991c-4935-b16a-bee81b4b55e5,12/22/2024,217.669998168945,paypal,failed,Payment Failed
e2e3a9fa-f864-4345-8e68-98eb16661bae,3496,10/1/2023,126.889999389648,pending,"4522 Conner Oval, Grantside, UT 80941",NULL,NULL,NULL,NULL,NULL,No Payment Record
bc508628-78ce-46db-9ae7-5ac29778d2c5,7958,10/1/2023,47.9900016784668,pending,"151 Mason Squares Suite 890, East Brittany, CA 42016",3776d05b-7d14-4047-82d9-c53b45614235,2/14/2025,11.2200002670288,bank transfer,completed,Partially Paid
bc508628-78ce-46db-9ae7-5ac29778d2c5,7958,10/1/2023,47.9900016784668,pending,"151 Mason Squares Suite 890, East Brittany, CA 42016",80a5a0d7-85ab-43d8-ba79-33ae675917c0,11/15/2021,316.399993896484,credit card,failed,Payment Failed
bc508628-78ce-46db-9ae7-5ac29778d2c5,7958,10/1/2023,47.9900016784668,pending,"151 Mason Squares Suite 890, East Brittany, CA 42016",2c6addca-3ffb-4550-8e51-c436e84a1533,11/19/2024,146.699996948242,bank transfer,completed,Fully Paid
f485268c-6e5d-46c5-88fc-1584a3e5af39,2723,10/1/2023,331.519989013672,delivered,"5377 Tammy Extensions, North Rachel, AK 77860",NULL,NULL,NULL,NULL,NULL,No Payment Record
f53eda56-b758-475a-94a2-c349e7e0b158,3418,9/30/2023,302.75,shipped,"1427 Teresa Extension, Cooperside, HI 58661",19f340e6-c8bd-4c18-95d1-b1a8aaee8184,1/31/2021,262.440002441406,bank transfer,pending,Payment Pending
f53eda56-b758-475a-94a2-c349e7e0b158,3418,9/30/2023,302.75,shipped,"1427 Teresa Extension, Cooperside, HI 58661",c4f694d2-65f9-400e-ac63-a25756444a5f,11/21/2023,350.390014648438,paypal,pending,Payment Pending
f1b4c274-a5ab-4f02-8372-fa8a48391cc4,8382,9/30/2023,393.429992675781,pending,"079 Bianca Turnpike, Hoopertown, FM 52292",NULL,NULL,NULL,NULL,NULL,No Payment Record
8dcd6645-59ef-4917-8138-dbe439be5708,5375,9/30/2023,350.25,shipped,"60953 Joseph Ferry, North Tanya, NJ 79191",4f32b577-10d8-4e4b-ae6f-de0ab75a6c6f,7/17/2020,39.7299995422363,bank transfer,completed,Partially Paid
386ac8d8-f452-4237-a8bc-31838ad38732,3010,9/30/2023,240.380004882813,delivered,"4449 Baker Radial Apt. 046, Lindsayton, NE 01642",NULL,NULL,NULL,NULL,NULL,No Payment Record
26b99cfd-297f-48f9-902b-7b307b9f5955,3269,9/30/2023,332.059997558594,delivered,"4055 Hawkins Village Suite 452, Mitchellstad, AK 62747",NULL,NULL,NULL,NULL,NULL,No Payment Record
26cc8afd-5211-48de-bcf6-f2f0fe1e875e,7844,9/30/2023,490.290008544922,shipped,"PSC 0967, Box 4513, APO AA 30566",28944e0a-79fd-4385-adce-9f12d05f2e28,2/27/2021,232.389999389648,bank transfer,failed,Payment Failed
3e764aba-3849-4509-9c2f-8a89a240ebc3,8159,9/30/2023,445.850006103516,delivered,"33027 Evans Via Apt. 086, Robertofort, MI 99816",c62a34df-edcc-49fd-b871-dc6c38134749,9/5/2023,333.709991455078,bank transfer,pending,Payment Pending
3e764aba-3849-4509-9c2f-8a89a240ebc3,8159,9/30/2023,445.850006103516,delivered,"33027 Evans Via Apt. 086, Robertofort, MI 99816",b1dbfe09-f433-499b-a5e3-2b5de45f5702,3/14/2025,468.529998779297,bank transfer,pending,Payment Pending
3e764aba-3849-4509-9c2f-8a89a240ebc3,8159,9/30/2023,445.850006103516,delivered,"33027 Evans Via Apt. 086, Robertofort, MI 99816",0eec8b17-c7af-4603-9b98-f49cb9558ae4,3/20/2020,443.890014648438,credit card,failed,Payment Failed
3e764aba-3849-4509-9c2f-8a89a240ebc3,8159,9/30/2023,445.850006103516,delivered,"33027 Evans Via Apt. 086, Robertofort, MI 99816",4575d7cf-ec23-4422-97d9-29ed2656d7a8,1/15/2020,129.289993286133,paypal,failed,Payment Failed
776676ce-940e-4823-8687-96f15a7e7618,7396,9/30/2023,319.079986572266,shipped,"86443 Harvey Square, West Amandamouth, DC 85146",2afa5fb6-5200-41fa-8052-fce05784050c,7/9/2024,390,paypal,completed,Fully Paid
776676ce-940e-4823-8687-96f15a7e7618,7396,9/30/2023,319.079986572266,shipped,"86443 Harvey Square, West Amandamouth, DC 85146",19c08d71-7bfc-4897-873c-0631bf437dec,2/8/2024,151.360000610352,bank transfer,failed,Payment Failed
67e694cf-8e56-4c24-b966-9c1cc15b27ec,1726,9/29/2023,97.2799987792969,pending,"6289 Hayes Extensions Suite 945, North Caseyville, SD 17921",NULL,NULL,NULL,NULL,NULL,No Payment Record
5e6bfe20-781c-493a-ae36-3452c0d12a69,2512,9/29/2023,192.529998779297,delivered,"370 Christine Turnpike Suite 876, Mataburgh, FL 25889",NULL,NULL,NULL,NULL,NULL,No Payment Record
428805a1-8578-45a0-b465-619295292ce1,1852,9/29/2023,421.799987792969,delivered,"89494 Kara Spurs, New Michael, ME 17196",NULL,NULL,NULL,NULL,NULL,No Payment Record
6059db1b-1091-4b03-84f6-7af29549bcfd,3054,9/28/2023,272.649993896484,pending,"15662 Miller Causeway Apt. 993, Perkinsland, ID 81820",NULL,NULL,NULL,NULL,NULL,No Payment Record
195181f5-e31b-4fa4-b89e-10f59b703a7a,1036,9/28/2023,188.639999389648,delivered,"863 Mary Loaf, Lake Michael, NV 03279",NULL,NULL,NULL,NULL,NULL,No Payment Record
0d9b12e1-0168-402d-8f69-bc56968a3a12,9743,9/28/2023,466.75,shipped,"Unit 1908 Box 0479, DPO AP 39693",4da43577-2191-44cf-97cf-840428c63a53,10/24/2024,408.989990234375,credit card,completed,Partially Paid
025f6a9e-383e-465d-8897-9b939702715f,7203,9/28/2023,207.610000610352,shipped,"248 Gordon Forges, North Kevinville, WA 56217",NULL,NULL,NULL,NULL,NULL,No Payment Record
8c5a8eae-b936-4226-9411-a2d9fef18f5f,6879,9/28/2023,435.970001220703,shipped,"4155 Calderon Summit Apt. 131, East Brandifurt, NC 32186",f7e2ec1a-dfc4-4fa7-ba6a-3dfbfcf485b7,11/1/2023,398.75,credit card,completed,Partially Paid
9ff1e1a4-6b16-4542-a95b-fd2277e0cadf,6785,9/28/2023,263.089996337891,shipped,"6706 Richard Forges Apt. 863, North Carlosberg, FM 20364",473d71ff-6c40-4c77-b810-58084fed21b5,3/17/2025,276.200012207031,credit card,pending,Payment Pending
b29f2f71-ce7f-4741-8167-a40141c78019,3345,9/28/2023,269.410003662109,shipped,"915 Warner Circle, Lake Dawn, WI 12243",f1ef1ff6-9d88-4a57-87bf-30aa0187ada9,5/15/2023,44.9700012207031,credit card,failed,Payment Failed
bba44512-72c0-43dd-8c37-26b994fb2017,9316,9/28/2023,255.190002441406,shipped,"9854 Kevin River Suite 071, Darrenburgh, AL 25824",NULL,NULL,NULL,NULL,NULL,No Payment Record
d96194ef-3f4d-42b7-bf7a-2eb96abb94eb,6376,9/28/2023,101.980003356934,delivered,"6947 Russell Walk, Nicholasborough, MH 37665",NULL,NULL,NULL,NULL,NULL,No Payment Record
fd8d012c-30d8-4396-bf6a-165a18a8891e,7376,9/28/2023,427.769989013672,shipped,"USNV Shannon, FPO AE 08681",10531108-935f-4a1e-b16c-4fbfb1d0c8b9,9/28/2022,490.399993896484,credit card,pending,Payment Pending
fd8d012c-30d8-4396-bf6a-165a18a8891e,7376,9/28/2023,427.769989013672,shipped,"USNV Shannon, FPO AE 08681",58eb2a8c-72ed-440b-b72c-bde8ffb57e2d,1/16/2024,74.8499984741211,paypal,pending,Payment Pending
d411eda9-f101-4088-beb7-63e5244d7400,7294,9/27/2023,133.139999389648,pending,"13017 Jason Rue, New Joshua, LA 83060",aa73a2ef-57b1-4f66-b84f-cf6117bafe25,8/24/2022,447,credit card,completed,Fully Paid
aaa8fb5c-a186-4320-be31-b3b3fc02cb31,5410,9/27/2023,105.559997558594,delivered,"32422 Rodney Squares Suite 532, Jenniferport, UT 83691",01cd25aa-da69-4803-b457-cda27102ce00,11/11/2024,80.2799987792969,credit card,completed,Partially Paid
0e06005a-94ac-4411-827c-445ad2058ce9,2020,9/27/2023,124.019996643066,pending,"750 Howard Cove, Vasquezside, HI 44184",dc01f31b-4d6f-484f-a664-c9c4587d7b8a,10/15/2024,35.4700012207031,bank transfer,pending,Payment Pending
